TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
20-03-2019,23.6,32.6,27.7,83,-,1.1,4,200,2,W 
21-03-2019,22.4,32.4,27.2,84,-,7.4,4,210,1,C 
22-03-2019,24,31.7,27.8,85,31.6,4.3,5,250,3,W 
23-03-2019,23.6,35.1,27.6,82,-,6.4,5,210,3,SW
24-03-2019,23.6,32,28.2,81,-,6.4,4,260,3,W 
25-03-2019,24.8,32.6,27.2,83,-,2.3,4,250,2,W 
26-03-2019,24.8,33,28.5,82,0.5,5,5,280,2,W 
27-03-2019,24.4,32.6,27.6,86,19,6,4,290,1,C 
28-03-2019,24.8,33.2,28.5,80,0.7,4.4,4,180,2,C 
29-03-2019,24.1,33.7,28.1,77,8888,4.1,4,160,1,C 
30-03-2019,24.4,32.6,28.8,75,-,9,3,90,1,E 
31-03-2019,25.3,32.5,27.9,80,-,3.6,3,230,1,C 
01-04-2019,23.5,32.6,26.9,82,7.5,3.4,3,260,1,C 
02-04-2019,23,33,27.5,84,47.4,6.1,4,190,1,C 
03-04-2019,23,32.2,27.1,84,5.4,5.6,3,90,1,C 
04-04-2019,23.2,32.6,28.7,78,5.2,7.9,3,130,1,C 
05-04-2019,24.2,31.8,28.1,83,19.6,7.2,4,220,2,C 
06-04-2019,24.8,32.6,27.2,84,0.8,4.5,12,250,2,C 
07-04-2019,23,33,26.9,88,44.3,4.4,4,230,1,C 
08-04-2019,23.8,33.2,28.1,86,38.5,6.6,3,250,1,C 
09-04-2019,24.4,32.8,28.7,82,0,6.2,3,240,2,E 
10-04-2019,25.1,32.3,28.8,84,-,5.5,3,250,1,C 
11-04-2019,24.2,33.8,29,80,-,6.3,6,250,2,W 
12-04-2019,25,32.4,28.3,82,-,8.8,3,250,1,C 
13-04-2019,24.6,33.6,28.7,81,3.7,2,4,260,1,SW
14-04-2019,24.1,33.9,28.8,77,1.3,5.8,3,260,1,C 
15-04-2019,23.6,32.6,28.1,83,-,9.2,3,60,1,C 
16-04-2019,-,33,27.7,82,1,3.7,2,280,0,C 
17-04-2019,23.8,32.6,28.3,80,19,6.3,3,70,1,C 
18-04-2019,25,33.6,29.2,80,0,8.7,4,90,2,E 
19-04-2019,25.1,32.4,28.3,83,-,7.4,3,70,1,E 
20-04-2019,23.2,31.6,27.1,88,8.7,4.7,2,260,1,C 
21-04-2019,23.2,33.2,29.2,78,-,3.2,4,60,2,E 
22-04-2019,22.9,34.7,29.4,74,1.4,4.8,5,70,3,E 
23-04-2019,24.2,34.2,30.2,70,-,9.1,4,80,2,E 
24-04-2019,25.8,30.6,26.8,90,-,7.1,4,90,1,C 
25-04-2019,23.4,33.2,28.1,79,49.6,0,3,100,2,E 
26-04-2019,24.2,33.2,27.4,88,13.2,7.6,4,280,1,C 
27-04-2019,23.6,30.2,26.8,90,46.7,5.6,4,190,1,C 
28-04-2019,23.7,31.5,27.2,88,49.6,-,3,60,1,C 
29-04-2019,24.2,31.4,27.8,89,0.2,6.4,3,90,1,C 
30-04-2019,24.2,31.6,27.8,89,20.7,2.8,5,270,1,C 
01-05-2019,24.4,30.6,27.3,79,2.7,4.2,6,250,4,W 
02-05-2019,23.6,33.6,28.6,79,-,5.1,4,250,3,W 
03-05-2019,24.4,33,28.5,78,0,8.7,3,300,1,C 
04-05-2019,-,33,28.6,82,-,6.4,4,170,2,C 
05-05-2019,24,32.4,28.4,79,22.2,9.3,4,180,2,C 
06-05-2019,24,31.8,28.1,80,2.2,7.4,3,60,1,C 
07-05-2019,-,32.5,28.1,83,-,2.9,3,90,1,C 
08-05-2019,24,33.2,27.8,85,23,6,3,50,1,C 
09-05-2019,24,31.8,27.1,88,1.3,5.1,3,270,1,C 
10-05-2019,25,31.6,27.6,87,73.4,5.6,4,40,1,C 
11-05-2019,24,32.4,28.4,81,17.8,3.5,3,70,2,E 
12-05-2019,25,33.2,28.7,80,0,5.9,3,170,2,NE
13-05-2019,25,33.6,28.8,78,-,5.4,3,50,1,C 
14-05-2019,25,34.2,29.4,75,-,6.7,4,50,2,NE
15-05-2019,25,33.2,28.8,78,-,7.6,3,70,2,C 
16-05-2019,-,31.9,28,85,2.1,4.4,3,130,1,C 
17-05-2019,25,32.2,28.4,82,25.9,4,3,50,1,C 
18-05-2019,24,32.6,28.6,74,2.5,5.6,4,50,1,C 
19-05-2019,25,33,28.8,76,-,6.6,3,60,1,S 
20-05-2019,26,33.4,29.2,78,-,5.8,3,50,1,E 
21-05-2019,25,33.4,29.1,74,0,4.8,3,70,1,E 
22-05-2019,25,33.4,29.7,74,-,7.9,3,40,2,E 
23-05-2019,25,34.6,29.6,69,-,9.1,4,110,2,E 
24-05-2019,25,34.2,29.3,68,0,9.4,5,80,3,E 
25-05-2019,25,33,29.5,73,-,9.7,2,40,1,E 
26-05-2019,25,33.8,29.3,72,-,8.6,3,80,1,C 
27-05-2019,25,33.4,29.6,72,-,8.6,3,100,2,NE
28-05-2019,26,34.3,29.8,71,-,6.1,4,70,2,E 
29-05-2019,25,34.4,29.5,74,0,9,4,60,2,E 
30-05-2019,25,34.2,29.1,76,0,9.5,5,50,2,NE
31-05-2019,-,33.7,29.2,74,-,8.2,4,40,1,NE
01-06-2019,25,33.7,29,73,-,9.4,3,220,1,C 
02-06-2019,25,32.6,27.9,82,-,6.8,4,290,1,C 
03-06-2019,25,31.6,27.8,77,6.1,4,2,100,0,C 
04-06-2019,24,33.5,28.7,72,-,1.9,4,60,2,NE
05-06-2019,24,33.8,29,72,0,6.2,4,110,2,E 
06-06-2019,26,33.6,29.6,73,-,9.3,4,50,2,E 
07-06-2019,26,32.9,28.9,78,-,6.6,3,90,1,C 
08-06-2019,23,32.4,27.6,79,31.6,6.2,3,250,1,S 
09-06-2019,23,32.2,27.8,82,39.4,7.5,3,110,1,C 
10-06-2019,23,33.4,27.8,80,-,8.1,2,160,1,C 
11-06-2019,24,33.6,28.6,77,4.8,3.4,3,120,1,C 
12-06-2019,25,33,28.8,76,-,7.6,2,260,1,C 
13-06-2019,25,33.8,29.4,80,-,9.3,3,70,1,C 
14-06-2019,25,32.6,27.8,83,0,2.5,4,230,1,E 
15-06-2019,25,32.7,28.6,81,16.5,4.5,4,70,1,E 
16-06-2019,25,32.4,29.1,81,-,7.4,3,160,1,C 
17-06-2019,24,32.2,28.1,79,6.8,0.9,3,60,1,E 
18-06-2019,23,32.8,27.8,73,-,4.1,4,70,2,E 
19-06-2019,23,33.6,27.8,70,-,5.6,4,70,2,E 
20-06-2019,24,33.4,28.4,71,0,9.9,4,250,1,E 
21-06-2019,24,32.2,28.2,74,-,7,3,170,1,C 
22-06-2019,24,32.6,28,73,-,0.9,3,130,1,C 
23-06-2019,24,33,27.9,73,0,1.9,3,250,1,C 
24-06-2019,24,31.8,27.9,71,-,6.2,2,140,1,C 
25-06-2019,23,33.8,28.2,69,-,1.7,4,50,2,E 
26-06-2019,23,32.4,27.9,73,0,5.6,3,40,2,E 
27-06-2019,23,34,28.5,68,-,8.1,3,200,2,S 
28-06-2019,23,33.4,28.5,72,-,10,3,220,1,C 
29-06-2019,24,33.6,28.3,67,0,1,3,70,2,E 
30-06-2019,25,33.2,28.5,69,-,9.7,3,60,1,SE
01-07-2019,23,33,27.7,71,0,9.6,3,190,2,SE
02-07-2019,24,32.8,28.1,69,-,9.3,3,60,2,E 
03-07-2019,24,33.6,28.5,70,0,10,4,70,2,E 
04-07-2019,25,32.8,28.3,80,-,8.9,4,200,2,C 
05-07-2019,24,32,27.9,78,0,8.3,3,250,1,C 
06-07-2019,24,33.4,28.6,72,3,4.3,4,50,2,NE
07-07-2019,24,33.4,29.1,72,-,9.7,4,60,2,E 
08-07-2019,25,33.6,28.9,72,0,3.9,4,90,2,E 
09-07-2019,24,32.9,28.3,76,0.8,8.9,3,160,1,C 
10-07-2019,23,32.2,27.4,70,-,9.8,4,80,2,E 
11-07-2019,23,32.8,27.4,70,0,4.5,5,50,2,NE
12-07-2019,23,33,27.6,70,-,8.6,3,130,1,E 
13-07-2019,23,33.4,28.1,71,-,9.3,3,180,1,C 
14-07-2019,24,31.6,27.4,74,0,8.1,3,100,1,C 
15-07-2019,22,32.4,27,71,-,5.6,4,60,2,E 
16-07-2019,22,33.4,27.8,65,-,8.4,4,180,1,C 
17-07-2019,22,32.8,26.9,64,0,9.7,4,60,2,E 
18-07-2019,22,33.4,27.1,66,-,9.5,6,40,2,E 
19-07-2019,23,33.2,28.7,67,-,9.9,4,90,2,E 
20-07-2019,24,33.3,29.5,68,-,9.2,3,40,1,C 
21-07-2019,25,34.3,29.8,68,-,6.2,4,60,2,C 
22-07-2019,25,33.6,29.2,74,-,9.9,3,110,1,C 
23-07-2019,24,33.6,28.6,70,-,8.2,5,60,2,NE
24-07-2019,24,34,28.6,71,-,9.4,4,80,2,NE
25-07-2019,23,33.8,27.8,75,-,9.8,3,60,2,S 
26-07-2019,24,33.4,27.9,80,-,8.3,3,150,2,E 
27-07-2019,24,32.6,27.8,78,0,8.5,3,70,2,NE
28-07-2019,24,34.2,28.3,79,0,9.3,4,210,1,C 
29-07-2019,24,32.2,27.9,78,0,8.9,4,300,1,C 
30-07-2019,24,34.3,28.1,76,-,5.2,3,145,1,S 
31-07-2019,24,34.6,28.2,74,-,6.9,4,240,2,E 
01-08-2019,23,32.8,27.7,73,0,9.7,3,60,2,S 
02-08-2019,23,33,28.1,75,-,8.9,4,220,2,S 
03-08-2019,23,33.4,-,-,-,5.7,3,50,1,C 
04-08-2019,23,34.4,27.7,69,-,7.3,3,40,1,S 
05-08-2019,-,32.4,27.3,59,0,6,4,290,2,W 
06-08-2019,22,32.8,27.2,60,-,9.2,3,180,2,S 
07-08-2019,23,33,27.4,62,0,9.5,4,40,2,NE
08-08-2019,23,33.2,27.6,71,-,8.3,2,80,1,C 
09-08-2019,23,32.2,27.7,69,-,5.8,3,60,1,C 
10-08-2019,23,33.2,27.4,69,0,5.4,4,60,2,NE
11-08-2019,24,33.6,28.1,71,-,9.1,4,60,2,C 
12-08-2019,22,33.6,27.7,69,-,7.9,4,170,2,E 
13-08-2019,23,33.4,27.9,70,0,7.2,4,70,2,E 
14-08-2019,24,33.1,28.6,70,-,7.8,4,50,1,NE
15-08-2019,25,33.6,28.8,72,-,6.4,3,110,1,C 
16-08-2019,24,33.4,28.1,75,0,2.6,4,150,2,S 
17-08-2019,24,33.1,28.3,72,-,4.5,3,200,1,C 
18-08-2019,24,34.2,28.3,65,-,4.6,5,70,2,E 
19-08-2019,23,34.4,27.7,71,0,9.8,3,70,2,E 
20-08-2019,23,33.9,27.9,64,-,9.9,4,40,2,NE
21-08-2019,23,34.4,29.1,60,-,9.4,7,50,4,E 
22-08-2019,25,33.7,28.6,72,-,-,4,50,2,S 
23-08-2019,23,33.7,28,73,8888,-,4,40,1,C 
24-08-2019,23,33,27.8,73,-,8.9,4,210,2,C 
25-08-2019,23,33.7,27.9,72,-,6.3,4,50,2,S 
26-08-2019,23,32.6,28.1,70,-,8.9,3,100,1,C 
27-08-2019,24,32.6,28.1,74,-,2.7,3,50,2,E 
28-08-2019,24,33,27.6,80,8888,7.6,6,210,2,C 
29-08-2019,24,33,28,75,8.4,2.7,4,90,2,NE
30-08-2019,24,34.2,28.5,70,-,7.2,5,110,2,NE
31-08-2019,23,33.6,27.3,66,0,8.6,4,50,2,NE
01-09-2019,23,34,28,70,-,-,4,170,2,S 
02-09-2019,23,34.6,28.3,72,-,6.5,3,200,1,S 
03-09-2019,24,34.8,28.9,71,-,5.8,3,90,1,C 
04-09-2019,25,34,28.9,75,-,7.4,3,100,2,E 
05-09-2019,25,33.2,28.4,73,0,4.1,4,160,1,C 
06-09-2019,23,33,27.5,70,0,5,4,190,2,S 
07-09-2019,24,33.6,28.5,67,-,7.1,4,50,2,C 
08-09-2019,24,34,28.8,66,-,6.7,3,50,2,E 
09-09-2019,24,34.2,28.3,70,-,8.6,4,40,2,E 
10-09-2019,24,36.2,30,57,0,7.7,6,70,4,NE
11-09-2019,23,36.1,29,58,-,9.4,5,70,2,C 
12-09-2019,23,33.8,28.1,68,-,10,3,170,2,E 
13-09-2019,23,32,27.4,66,0,9.2,3,190,2,S 
14-09-2019,22,32.8,27.4,65,-,6.6,3,120,2,SE
15-09-2019,23,33,27.4,69,0,8.2,3,90,2,E 
16-09-2019,24,33.8,29.1,70,-,7.1,3,70,2,E 
17-09-2019,24,33.8,28.3,72,-,8.3,4,60,2,NE
18-09-2019,24,34.6,28.9,70,0,7.7,4,70,2,E 
19-09-2019,26,33.6,29.2,68,-,7.5,4,220,2,E 
20-09-2019,25,33.9,28.6,63,-,-,4,50,2,C 
21-09-2019,24,34,28.6,64,0,9,4,190,2,S 
22-09-2019,24,34.6,29.2,64,-,7.5,3,110,2,E 
23-09-2019,24,34.3,28.8,66,-,8.6,5,70,3,E 
24-09-2019,24,35.2,29.1,67,0,7.9,6,60,3,E 
25-09-2019,25,34.8,29.4,72,-,7.9,3,250,2,E 
26-09-2019,25,35.8,29.8,68,-,0,4,110,2,E 
27-09-2019,25,35.2,29.6,66,0,8.4,4,70,2,E 
28-09-2019,25,34.7,29.7,66,-,7.9,3,110,2,E 
29-09-2019,25,34.8,29.5,70,-,8.6,4,40,2,E 
30-09-2019,25,35,29.6,67,0,7.5,4,50,3,E 
01-10-2019,23,35.2,28.8,69,-,7.4,4,160,1,C 
02-10-2019,24,34.4,29.3,68,-,8.8,4,50,2,C 
03-10-2019,24,34.3,29.3,72,-,8.5,4,210,2,C 
04-10-2019,25,35.6,29.8,63,-,7.2,5,70,3,E 
05-10-2019,24,35.8,29.3,62,0,9,5,80,2,E 
06-10-2019,24,35.6,29.4,62,-,9.5,3,80,2,E 
07-10-2019,25,35,29.5,62,-,9.4,5,70,2,E 
08-10-2019,25,35.2,29.8,66,-,7.8,4,230,2,S 
09-10-2019,23,33.6,28.8,76,33.3,8.4,3,210,1,C 
10-10-2019,24,33.3,28.8,76,-,9.2,4,140,1,C 
11-10-2019,24,33.6,28.9,74,8888,4.3,3,120,2,NE
12-10-2019,25,33.8,29.7,70,-,5.7,4,200,1,C 
13-10-2019,24,34.8,29.3,70,0,5.6,4,100,2,E 
14-10-2019,25,34.8,29.3,71,-,8.1,4,70,2,E 
15-10-2019,25,34.5,29.5,68,-,9.8,3,60,2,S 
16-10-2019,24,34,29.2,70,0,7.8,4,70,2,E 
17-10-2019,25,34.8,29.3,76,6.5,7.6,3,80,1,C 
18-10-2019,25,32.6,28.5,74,2,7.6,4,100,1,C 
19-10-2019,25,34.2,29.6,74,8888,3.3,3,50,2,E 
20-10-2019,25,34.6,29.5,66,0,8.4,4,80,2,NE
21-10-2019,24,37.2,30,62,0,10.5,5,60,3,E 
22-10-2019,25,37.2,30.5,59,-,9.9,5,70,2,E 
23-10-2019,25,36.3,30.5,64,-,10.4,4,50,2,C 
24-10-2019,-,35.4,29.9,66,0,9.8,4,50,2,C 
25-10-2019,26,34.9,30.2,68,-,9.7,3,210,1,C 
26-10-2019,25,35.4,29.6,67,0,8.3,4,170,2,S 
27-10-2019,25,33.2,28.7,74,0,9.6,2,170,1,C 
28-10-2019,25,33.7,29.3,72,3.3,2.1,4,290,2,C 
29-10-2019,24,33.6,29.1,72,0,7.6,3,200,2,C 
30-10-2019,24,35,29,68,-,6.2,3,160,1,C 
31-10-2019,25,34.8,29.7,68,0,9.3,3,230,2,S 
01-11-2019,25,34.3,28.1,76,-,8,4,70,1,C 
02-11-2019,23,34.8,27,80,8888,5.6,3,210,2,C 
03-11-2019,23,33.6,27.7,78,76,6.5,3,130,1,S 
04-11-2019,24,34.1,29.1,74,0.2,8.4,3,80,2,C 
05-11-2019,25,34.5,29.3,70,-,6.3,3,200,1,C 
06-11-2019,24,34.4,28.8,70,6.2,8.6,4,160,2,S 
07-11-2019,22,34.5,28.5,72,1.5,6.8,4,230,1,C 
08-11-2019,-,35.4,28.8,65,0,10.6,3,200,2,SW
09-11-2019,24,36,29.7,67,-,9.9,3,70,1,C 
10-11-2019,24,34.8,29.3,72,-,10.1,4,280,1,C 
11-11-2019,25,33.8,29.7,73,0,8.8,3,70,2,E 
12-11-2019,25,33.8,28.8,77,-,8,2,260,1,C 
13-11-2019,25,33.3,28.8,76,8.5,1.7,4,190,2,S 
14-11-2019,26,30.1,27.7,78,-,1.6,5,50,2,C 
15-11-2019,22,34.5,30.1,70,-,0,3,90,2,E 
16-11-2019,25,35.5,29.9,68,8888,7.9,3,110,2,E 
17-11-2019,-,35.2,30,69,0,10.8,5,50,2,E 
18-11-2019,25,36.5,30.6,68,-,10.2,3,50,2,E 
19-11-2019,25,34.2,29.6,72,0,7.7,4,40,2,E 
20-11-2019,25,34.4,29.6,72,-,10.2,2,140,1,C 
21-11-2019,25,33.4,28.5,77,0,7.5,3,100,2,C 
22-11-2019,25,33.2,28.1,80,8888,4.8,4,230,1,C 
23-11-2019,25,33.2,29.1,74,0.2,2.3,4,270,2,C 
24-11-2019,25,34.2,29.7,72,8888,2.4,3,320,1,C 
25-11-2019,26,33.4,29.2,73,0,5.6,3,110,1,C 
26-11-2019,25,32.4,27.7,83,0.2,4.2,3,120,1,C 
27-11-2019,25,32.6,28.1,84,6.1,3,3,130,1,C 
28-11-2019,25,34,29.7,74,7,2.8,3,170,1,C 
29-11-2019,26,33.6,29.2,77,0,7.5,4,110,2,SE
30-11-2019,26,33.2,27.8,83,3,6.5,2,230,1,C 
01-12-2019,25,34.5,30.2,74,4.3,3.3,4,120,1,C 
02-12-2019,25,33.4,29.4,79,4.5,8.8,2,180,0,C 
03-12-2019,-,32,27.3,84,8888,4.9,5,220,2,W 
04-12-2019,25,34,29.4,77,9.9,5.4,3,270,2,W 
05-12-2019,24,32.6,28.7,79,7.9,8.1,4,290,2,W 
06-12-2019,26,31,28.2,83,-,5.6,4,280,2,W 
07-12-2019,25,30.1,27.2,86,0.2,0,4,240,1,C 
08-12-2019,24,32.3,28.7,79,2,0,4,260,2,C 
09-12-2019,25,33.8,29.3,74,-,7.9,3,130,1,C 
10-12-2019,25,29.5,26.5,90,11.5,6.9,3,260,1,C 
11-12-2019,-,32.6,26.9,83,33.8,0.7,3,100,2,S 
12-12-2019,23,29,26.4,86,6.5,6.8,3,70,1,C 
13-12-2019,-,32.6,28.1,80,0,0.6,5,190,2,C 
14-12-2019,24,32.3,28.9,74,-,4.7,5,290,2,C 
15-12-2019,-,31.6,28,80,0,7.1,3,210,1,W 
16-12-2019,25,31.2,27.7,84,2,2.4,3,250,1,C 
17-12-2019,24,32.1,26.8,89,1.7,0.1,4,270,1,C 
18-12-2019,-,32.8,27.5,82,13.3,4.3,3,60,1,C 
19-12-2019,24,32.6,28.2,82,8888,7.3,4,270,2,W 
20-12-2019,25,33.2,29.2,76,8888,5.5,3,250,1,C 
21-12-2019,25,33.4,29.4,78,8888,6.2,3,200,1,C 
22-12-2019,-,32.4,27.3,86,41.7,5.4,3,260,1,C 
23-12-2019,24,33.6,27.3,83,5.4,4.1,5,70,2,C 
24-12-2019,25,33.2,28.6,79,8888,6.5,3,50,2,E 
25-12-2019,24,30.6,26.2,94,25.2,6.8,2,300,0,C 
26-12-2019,24,31.4,26.8,86,0.3,0,3,240,1,S 
27-12-2019,24,32,27,88,4.1,5.2,3,250,1,C 
28-12-2019,24,29.5,26.9,88,17.6,2.9,4,60,1,C 
29-12-2019,-,29.8,27.3,86,8888,1.7,3,260,1,C 
30-12-2019,25,32.1,28.6,80,0.6,1.4,4,240,2,C 
31-12-2019,25,32.2,27.9,84,-,5.6,4,270,2,W 
