TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-01-2021,23.8,29.8,25.7,92,26.8,0.4,3,280,1,C 
02-01-2021,23.2,31.8,27.3,83,33.8,2.9,3,260,2,W 
03-01-2021,23,32.8,27.9,79,-,5.2,5,240,3,SW
04-01-2021,24.8,32.6,27.9,81,1.5,5.2,4,240,3,SW
05-01-2021,25,30.4,26.7,87,-,6.2,5,260,1,C 
06-01-2021,23.2,32,26.8,88,32.5,3.5,3,270,2,W 
07-01-2021,24,29,26.1,88,15.5,2.6,2,240,1,C 
08-01-2021,24.4,30.2,27.2,86,0.3,0.5,4,240,1,SW
09-01-2021,24.6,31.8,26,91,2.5,1,4,260,2,W 
10-01-2021,23.6,30,26.9,88,18.3,4.8,5,260,3,W 
11-01-2021,23.6,31,27.3,83,-,0,4,260,2,SW
12-01-2021,24.6,29.8,26.6,86,0,4.6,5,240,2,SW
13-01-2021,25.2,29.6,27,87,1.5,2.2,4,290,2,W 
14-01-2021,25.6,29.5,27.3,82,0,1,3,240,2,W 
15-01-2021,25.6,30.6,27.8,82,8888,0,3,230,2,W 
16-01-2021,24.6,33.6,28.5,78,0,0.3,5,250,3,SW
17-01-2021,24.4,31.2,27.9,82,-,7.3,5,270,2,W 
18-01-2021,24.4,29.2,26.4,90,8888,1,3,260,2,W 
19-01-2021,23,30.9,25.9,86,9.8,0.5,4,230,2,W 
20-01-2021,23.6,29.6,26.4,88,35.1,0.6,4,260,2,C 
21-01-2021,24.6,28.6,25.7,93,30.3,3.3,3,270,0,C 
22-01-2021,24.6,30,25.3,88,0.2,0.1,4,220,1,C 
23-01-2021,22.6,30.9,27.3,83,1,1.3,4,220,1,C 
24-01-2021,23.8,26.8,24.8,93,0.5,4.2,2,250,0,C 
25-01-2021,24,30.4,26,89,3.9,0,3,250,1,C 
26-01-2021,24,30.6,26,88,21.6,3.1,4,260,2,SW
27-01-2021,24.2,30.8,25.5,90,2.9,4,5,250,2,SW
28-01-2021,23.2,29.2,26,86,1,0,5,240,3,SW
29-01-2021,23.2,29.8,25.6,87,31.5,1,4,240,2,W 
