TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
09-07-2024,24.4,32,27.9,84,10,7.8,6,20,2,N
10-07-2024,25.5,32.8,28.4,78,-,3.9,5,60,2,NE
11-07-2024,25.2,33.6,28.5,76,-,3.3,3,10,2,N
12-07-2024,25,33.4,28.5,73,-,7.7,3,100,2,E
13-07-2024,23.8,32.8,27.4,80,-,8,3,10,1,N
14-07-2024,23.8,32.6,27.3,70,-,8,3,30,1,NE
15-07-2024,23.2,33.6,27.1,69,-,8,3,230,1,N
16-07-2024,23.6,33.6,28.1,68,-,8,5,10,2,NE
17-07-2024,24.8,33.4,28.2,74,-,8,3,360,2,NE
18-07-2024,26.4,33.4,28.9,72,-,7.4,2,80,1,C
19-07-2024,25.4,33.4,28.4,74,-,3.9,4,90,2,NE
20-07-2024,24.8,34.2,28.4,75,-,5.4,4,50,2,NE
21-07-2024,25.4,34.4,28.8,74,-,8,4,10,1,C
22-07-2024,25.4,33.2,28.5,71,-,8,5,60,2,N
23-07-2024,25.4,33.6,28.3,74,-,8,5,10,1,NW
24-07-2024,25.6,34,28.8,64,-,8,6,20,2,N
25-07-2024,25.5,32.8,28.5,68,-,5.9,4,20,2,N
26-07-2024,25.4,33.4,28.4,72,-,2.5,4,40,2,S
27-07-2024,25.6,34.4,29,70,8888,5.9,2,120,2,E
28-07-2024,26,33.6,29.1,70,-,8,4,30,2,S
29-07-2024,25.8,34.2,29,65,-,6.4,4,10,2,NE
30-07-2024,25.6,34.8,28.9,67,-,7.4,3,10,2,N
31-07-2024,25.8,34.6,29.3,69,-,7,4,10,2,N
01-08-2024,26.4,33.2,28.9,75,-,8,3,120,1,E
02-08-2024,25,32.4,27.9,80,1,4.2,3,340,1,C
03-08-2024,25.4,33.8,27.4,83,3,4.5,4,40,2,C
04-08-2024,24.4,34,27.5,82,42,6.8,5,350,2,C
05-08-2024,24.6,34.2,27.8,77,24,7.3,5,20,2,SW
06-08-2024,24.2,34.6,28.5,70,-,5,5,10,2,N
07-08-2024,25,33.6,28.6,69,-,8,4,20,2,C
08-08-2024,25.6,33.2,28.7,69,-,5.3,2,200,1,E
09-08-2024,26,35.2,29.4,67,-,3.3,4,80,2,NE
10-08-2024,24.4,35,29.5,70,-,8,4,30,2,E
11-08-2024,26.6,33.4,28.9,73,-,8,3,340,2,N
12-08-2024,25.4,33.4,28.4,65,-,6.9,5,30,2,NE
13-08-2024,24.4,34.8,28.6,65,-,5.4,4,350,2,C
14-08-2024,25.2,34.8,28.9,71,-,8,4,70,1,C
15-08-2024,25.4,34.8,29,70,-,8,4,20,2,NE
16-08-2024,26,34.2,28.9,74,-,7.2,2,360,1,N
17-08-2024,26.6,34,29.1,73,-,5.3,4,40,2,NE
18-08-2024,26,35.2,29.2,74,-,2.4,4,40,2,N
19-08-2024,25.6,34.8,29.1,73,-,8,4,30,2,NE
20-08-2024,24.4,34.8,28.8,75,-,8,4,10,1,C
21-08-2024,25.6,34.6,29.3,73,-,6.7,7,350,2,N
22-08-2024,25.8,34.4,29.1,71,-,8,4,20,2,N
23-08-2024,27,33.4,29.1,70,-,8,3,300,2,N
24-08-2024,24.8,34.2,28.4,70,-,5.9,4,40,2,C
25-08-2024,25,34.2,29,64,-,7.5,5,30,2,N
26-08-2024,25.2,34.2,29.1,66,3,8,5,20,2,N
27-08-2024,25,34.8,28.9,71,-,8,6,20,2,C
28-08-2024,25.6,35,29.2,63,-,8,3,80,2,N
29-08-2024,26.4,34.4,28,70,-,5.5,4,100,2,NW
30-08-2024,24.4,33.6,28.3,72,4,4.9,3,10,1,C
31-08-2024,24.8,34.2,28.8,66,-,4.4,3,350,2,N
01-09-2024,25.4,35.4,29.2,71,-,8,4,30,1,N
02-09-2024,27.6,35.6,30.6,71,-,5.6,5,30,2,N
03-09-2024,24.6,33.8,28.6,74,10,7.8,5,40,1,C
04-09-2024,25,33.8,28.8,67,8,6.1,4,50,2,NE
05-09-2024,26.4,34.4,29.5,70,-,6.1,4,50,2,NE
06-09-2024,26.6,35.4,30.7,65,1,7.4,6,20,2,NE
07-09-2024,26.6,35.8,30.2,63,-,8,5,40,2,NE
08-09-2024,26.6,35.4,30,66,-,8,5,40,2,NE
09-09-2024,26.8,33.8,28.6,78,-,8,5,320,2,S
10-09-2024,25,31.2,27.6,82,5,5.8,5,20,2,NE
11-09-2024,25,34.4,29.1,71,9,2.3,3,30,2,E
12-09-2024,27.2,34.6,28.1,82,-,4.3,4,80,1,C
13-09-2024,23,33,27.4,81,42,5.6,4,30,1,C
14-09-2024,24.8,34.2,28.5,69,-,6.5,4,350,2,N
15-09-2024,24.8,33.8,28.7,71,-,8,5,310,2,N
16-09-2024,25.2,34.4,28.9,72,-,8,3,340,2,N
17-09-2024,25.2,34.2,28.8,66,-,6.9,4,340,2,N
18-09-2024,24.6,33.6,28.3,67,-,8,4,330,2,N
19-09-2024,24.8,34.4,28.7,68,-,7.9,3,10,2,N
20-09-2024,26,34.6,29.3,69,-,8,5,10,2,N
21-09-2024,26,34.6,28.7,79,-,8,3,40,2,NE
22-09-2024,26.4,34.4,29.7,77,-,4.9,5,10,2,NW
23-09-2024,27.4,33.4,29.9,77,-,3.8,4,20,2,N
24-09-2024,26.4,32.6,26.7,87,-,2.6,4,90,1,E
25-09-2024,24,34,27.2,84,29,2.1,5,30,1,N
26-09-2024,24,33.8,27.4,85,15,4.9,5,360,2,NE
27-09-2024,24.8,34.6,28.6,80,8,4.1,3,40,2,NE
28-09-2024,24.8,35.2,30.2,75,-,8,5,40,2,NE
29-09-2024,26.4,34.8,29.4,77,-,5.7,5,20,2,NE
30-09-2024,26.2,36.2,30.1,73,-,5.6,5,50,3,NE
01-10-2024,26.6,35.4,29.9,77,-,8,3,10,1,N
02-10-2024,27.2,34.2,30.1,79,-,8,4,350,2,N
03-10-2024,26.6,34,29.6,78,-,5.2,3,30,1,E
04-10-2024,26.2,34.6,29,80,-,0.6,4,20,2,NE
05-10-2024,26,34.2,28.9,81,0,6.6,5,330,2,C
06-10-2024,25.8,34.2,29.1,78,8888,8,3,60,2,E
07-10-2024,25.8,36.4,30.3,71,-,4.4,5,80,2,E
08-10-2024,26.4,35.4,30.2,75,-,8,4,10,2,N
09-10-2024,26.8,34.8,29.8,80,-,6.2,4,50,2,N
10-10-2024,26.6,34.8,30,80,-,8,4,10,1,C
11-10-2024,26.4,36,30.3,81,-,5.7,5,30,2,NE
12-10-2024,26.8,34.6,29.8,76,-,8,5,80,1,C
13-10-2024,27,34,29.4,75,-,2.9,8,10,3,N
14-10-2024,25.8,33.2,28.9,79,-,4.2,4,310,1,C
15-10-2024,25.2,34.8,28.6,75,0,1.5,4,40,2,W
16-10-2024,25.6,35.4,29.6,71,-,8,2,30,1,C
17-10-2024,24.6,36.2,29.5,52,-,6.6,4,40,2,NE
18-10-2024,24.8,34.8,29.5,62,-,7.3,3,310,2,NW
19-10-2024,25.6,35,29.7,67,-,8,5,10,2,N
20-10-2024,25.6,36.2,30,63,-,7,5,250,3,W
21-10-2024,25.2,35,29.4,65,-,8,4,30,2,C
22-10-2024,25.4,36.6,30.2,64,-,5.8,5,30,2,NE
23-10-2024,26,35.2,30.7,69,-,8,4,20,2,N
24-10-2024,27.4,35.2,30.8,68,-,5.4,4,20,2,E
25-10-2024,27,35.8,29,77,1,5.2,4,350,1,C
26-10-2024,24.4,35.8,29.8,69,24,6.1,4,20,2,S
27-10-2024,25.2,35.8,29.9,71,-,8,3,40,2,W
28-10-2024,26,35.6,29.2,74,-,7.2,4,10,2,S
29-10-2024,26.4,36.2,30.5,72,-,6.6,4,20,1,N
30-10-2024,27,35.8,30.8,66,-,8,5,20,2,SW
31-10-2024,25.8,35.2,30,71,1,8,3,330,2,NE
01-11-2024,25.8,34.8,29.9,70,-,7.2,3,10,2,E
02-11-2024,27,34.8,28.6,76,8888,3,5,30,2,C
03-11-2024,22,33.4,27.2,83,28,4.6,5,270,1,S
04-11-2024,24.4,32.6,27.6,82,11,2.6,3,40,1,SE
05-11-2024,9999,34,28.2,81,1,2.9,7,30,2,C
06-11-2024,23.8,33.6,29,73,69,6.1,4,30,2,E
07-11-2024,25.8,33.6,28.6,78,-,6.6,3,20,1,N
08-11-2024,26,34.2,29.9,72,-,3.6,3,290,1,C
09-11-2024,27,34.6,28.5,78,-,5.4,5,10,2,C
10-11-2024,25.3,34.4,27.9,80,4,3.9,6,170,2,NE
11-11-2024,23.8,33,27.3,86,13,2.5,5,330,1,W
12-11-2024,23.9,31.8,25.5,95,14,2,2,350,1,C
13-11-2024,24.8,33.7,29.1,76,42,3.7,4,10,2,NE
14-11-2024,26.2,34.8,29.8,75,0,5,4,30,2,E
15-11-2024,26.2,33.6,29.7,76,-,4.6,4,60,1,NE
16-11-2024,25.4,32,27.6,89,23,0.6,3,320,1,C
17-11-2024,25.4,32.8,28.6,81,2,1.7,4,40,2,N
18-11-2024,25.6,32.8,27.8,84,16,6,2,10,1,N
19-11-2024,23.9,34.2,28.1,81,0,4.7,3,190,1,S
20-11-2024,9999,33.6,28.2,82,42,6.8,5,200,2,W
21-11-2024,26,33.8,28.2,82,8888,5.4,3,220,1,S
22-11-2024,25.2,34.2,27.8,83,-,5.4,5,290,2,W
23-11-2024,24,33,27.9,82,107,5.3,4,280,1,C
24-11-2024,25.2,34.2,27.6,85,8,3.5,4,280,2,W
25-11-2024,9999,33.2,28.4,81,55,5.6,7,210,2,W
26-11-2024,26.8,33.6,28.7,79,-,4.7,6,250,2,W
27-11-2024,24.7,32.4,27.3,87,11,5,5,340,2,SW
28-11-2024,24.6,32.8,27.9,79,19,4.8,4,240,2,SW
29-11-2024,25.4,33.4,27.9,78,0,2.9,7,270,3,W
30-11-2024,25.2,34.6,29.5,70,-,0.9,6,230,3,SW
01-12-2024,26.2,34.2,29.3,73,8888,3.4,7,230,4,SW
02-12-2024,25,33,28.2,80,0,8,5,220,3,SW
03-12-2024,25.4,29.2,26.1,84,5,1,4,250,3,W
04-12-2024,25.4,28.4,26.1,87,5,0.1,5,280,2,SW
05-12-2024,24.8,32,27.3,84,8888,-,5,250,3,W
06-12-2024,24.8,31.8,26.5,87,7,3,4,290,1,C
07-12-2024,25.4,31,27.5,85,8888,-,2,350,1,SE
08-12-2024,23.8,31.8,27.4,86,40,2.4,5,360,1,C
09-12-2024,22.5,30.6,25.8,94,0,3.3,3,10,1,C
10-12-2024,23.4,30,26.2,89,25,-,6,220,3,SW
11-12-2024,24.8,32.6,28.7,76,4,1.2,3,230,2,SW
12-12-2024,25.4,33.2,29,72,0,3.5,6,230,3,W
13-12-2024,26.4,33.4,29.5,69,-,4.2,5,240,3,SW
14-12-2024,25.6,32,27.2,83,-,5.6,5,250,3,SW
15-12-2024,25.2,31.6,27,82,1,0.8,5,250,2,W
16-12-2024,24.6,29.8,27,86,27,1.3,3,290,2,SW
17-12-2024,25.2,31.8,27.6,82,4,0.5,6,250,2,W
18-12-2024,25.8,33.2,27.4,81,-,3,5,220,3,SW
19-12-2024,24.1,31.2,27.1,85,1,4.9,5,240,2,W
20-12-2024,24.8,31.4,27.3,83,2,2.7,3,240,2,SW
21-12-2024,25.8,31.8,27.8,82,3,5.6,5,340,2,SW
22-12-2024,26.2,31.6,28.1,84,0,1.5,3,290,1,N
23-12-2024,26,30.2,26.3,92,6,2.8,6,260,2,SW
24-12-2024,24.3,31,27.1,85,22,0.8,4,220,2,SW
25-12-2024,25.6,30.4,27.5,83,8888,1.6,4,310,2,SW
26-12-2024,25.4,32.4,28.3,83,8888,0.1,6,240,3,W
27-12-2024,25.6,33.6,28.8,77,-,1.6,4,330,2,W
28-12-2024,26.2,34.4,29.6,68,-,6.7,5,260,2,W
29-12-2024,26.6,32.4,29,76,-,6.3,3,290,2,NW
30-12-2024,25.4,31.2,27.5,79,-,1.9,6,250,3,W
31-12-2024,24.2,32.2,28,79,3,4.8,4,230,2,W
