BULAN,TAVG,RH_AVG,RR,SS,TAHUN
1,27.312903225806455,84.61290322580645,13.428571428571429,3.94,2019
2,27.842857142857145,83.89285714285714,11.342857142857143,4.87037037037037,2019
3,27.561290322580643,82.83870967741936,10.37857142857143,4.087096774193548,2019
4,28.073333333333334,82.86666666666666,17.445454545454545,5.755172413793104,2019
5,28.738709677419354,77.54838709677419,10.818750000000001,6.680645161290323,2019
6,28.346666666666668,74.93333333333334,8.766666666666667,5.776666666666667,2019
7,28.14516129032258,72.2258064516129,0.31666666666666665,8.261290322580646,2019
8,27.95,69.7,0.9333333333333333,7.1689655172413795,2019
9,28.743333333333332,67.66666666666667,0.0,7.364285714285714,2019
10,29.42258064516129,68.6774193548387,3.221428571428571,7.961290322580646,2019
11,28.94,74.13333333333334,6.405882352941177,6.476666666666666,2019
12,27.932258064516127,82.35483870967742,9.166666666666666,4.393548387096774,2019
