TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
20-02-2020,24,29.8,26.5,90,30.3,0.9,6,280,2,W 
21-02-2020,23.8,31,27.3,85,14.7,1.3,5,260,2,W 
22-02-2020,24.4,31.4,27.9,85,30,5.7,5,260,2,C 
23-02-2020,22.7,32,27.6,88,44.8,7.6,5,300,2,W 
24-02-2020,24.8,31,28.1,84,17.3,6.5,5,270,3,W 
25-02-2020,24.6,29.9,26.9,90,86.7,4.2,3,310,1,C 
26-02-2020,24.6,32.8,27.8,84,2.1,0.6,5,300,2,SW
27-02-2020,24.8,30.4,27.7,86,5,3.8,5,260,2,W 
28-02-2020,25,30.1,27.2,88,10,2.3,3,280,1,C 
29-02-2020,25.2,34.8,27,90,8888,1.5,5,280,2,C 
01-03-2020,24.8,29.8,27.4,90,21.5,0,4,260,2,W 
02-03-2020,-,31.8,28.1,85,7.6,0,5,270,2,W 
03-03-2020,24.8,33,28.9,79,-,7.8,5,260,2,W 
04-03-2020,25.4,31.8,27.4,87,-,8.8,5,250,2,W 
05-03-2020,24.8,29.4,26.9,84,2.9,3.6,4,260,2,W 
06-03-2020,24.8,33,28.5,81,2.5,0.3,5,250,3,W 
07-03-2020,25,32.6,28.2,76,-,8.8,5,240,3,W 
08-03-2020,25.7,32.8,28.4,80,-,5.2,5,240,2,W 
09-03-2020,23.8,32.8,28.7,76,0.2,4.2,5,230,3,SW
10-03-2020,25.8,33.6,29.2,77,-,5.4,5,260,2,W 
11-03-2020,26.3,32.4,28.9,84,5,6.9,3,250,1,C 
12-03-2020,24.6,30,27.2,89,12.3,4.7,5,260,1,C 
13-03-2020,23.8,31.6,27.4,84,15.8,1,5,250,2,W 
14-03-2020,-,33,29,81,-,6.7,3,260,1,W 
15-03-2020,-,36.2,28.5,83,4.2,7.2,5,210,1,C 
16-03-2020,25.2,32.4,27.1,88,6.5,5.2,5,240,2,C 
17-03-2020,24.4,32.6,28.6,80,35.8,4.1,3,220,1,C 
18-03-2020,25.4,30.8,26.5,93,8.9,8.9,3,260,1,C 
19-03-2020,24.8,30.4,26.5,90,11.9,0,4,260,1,C 
20-03-2020,24.4,30.9,26.1,89,15.5,1.6,2,230,1,C 
21-03-2020,23.2,31.5,27.4,85,44.6,2.8,3,100,1,E 
22-03-2020,24,30.4,27.1,86,-,4.8,3,140,1,C 
23-03-2020,24,31.8,27.4,84,30,4.3,3,180,1,C 
24-03-2020,24.8,30.4,27.1,86,9.7,2.5,4,240,1,C 
25-03-2020,24.4,32.2,27.9,82,5.8,3.7,4,200,1,C 
26-03-2020,-,31,28.4,81,-,5.2,2,60,1,C 
27-03-2020,25.4,31.4,27.9,85,0.5,1.2,3,230,1,C 
28-03-2020,25.6,32,28.4,82,-,3.2,3,270,1,W 
29-03-2020,26.4,32.2,28.6,82,-,4,4,240,2,C 
30-03-2020,25.8,32.4,26.8,88,2.5,4.6,4,250,1,C 
31-03-2020,25,33.6,27.6,85,20.9,3.6,3,280,1,C 
01-04-2020,25,32.2,28.2,80,4.4,6.3,3,290,1,C 
02-04-2020,25,33.5,28.7,79,-,5.7,5,240,3,SW
03-04-2020,-,32.4,28.2,82,-,8.5,6,250,2,W 
04-04-2020,26.2,32.6,29.6,78,8888,7.2,5,270,2,C 
05-04-2020,26.4,32.8,28.2,83,-,6.9,3,180,1,C 
06-04-2020,-,32.4,27.6,87,6,3.8,3,230,1,C 
07-04-2020,24.8,32.6,28,83,6.5,2.5,5,240,3,W 
08-04-2020,25.6,30.8,27.5,84,8888,7.8,3,190,1,C 
09-04-2020,25.8,30.4,27.8,88,11.2,3.6,3,240,0,C 
10-04-2020,25.8,32.6,27.8,87,7,1.6,5,250,1,C 
11-04-2020,25.2,33.2,28.3,84,30.5,3.8,4,50,1,C 
12-04-2020,25.6,32.8,28.5,84,5.7,5.6,4,200,1,C 
13-04-2020,25.6,32.6,27.7,88,0.6,6.5,3,250,1,E 
14-04-2020,24.8,32.7,27.5,88,5.6,5.9,3,200,1,C 
15-04-2020,25.4,30.6,27.6,88,20.6,4.2,3,150,1,C 
16-04-2020,25.4,32.8,28.6,83,3.2,2.8,3,60,1,SE
17-04-2020,26,32.8,29.1,80,-,6.7,4,200,1,C 
18-04-2020,24.8,32.6,27.9,81,0,7.1,3,250,1,C 
19-04-2020,25.5,33.9,29.3,79,8888,5.6,3,40,1,C 
20-04-2020,25.8,34.6,30.1,76,-,8.2,4,70,1,C 
21-04-2020,26,32,29.4,75,-,9,4,90,2,E 
22-04-2020,25.8,34.3,29.3,72,-,1.3,4,120,2,E 
23-04-2020,26.4,34.8,30.4,74,0,9.6,4,70,2,NE
24-04-2020,26.8,32.4,27.3,84,8888,7.7,3,60,1,C 
25-04-2020,24.3,32.4,28,76,18,3.5,4,60,1,C 
26-04-2020,24.2,33,27.9,83,-,3.5,3,210,1,SW
27-04-2020,25.2,31.8,27.1,90,13.6,5,3,20,1,C 
28-04-2020,24.8,31.2,26.7,89,79.5,2.5,4,270,1,C 
29-04-2020,24.4,30.8,26.2,90,1.2,1.1,2,70,1,C 
30-04-2020,24.4,30,27,88,47.4,3.9,3,60,1,NE
01-05-2020,24.8,29.9,27.2,87,29,0.3,3,260,1,C 
02-05-2020,23.8,29.1,26,88,1.3,0,2,50,0,C 
03-05-2020,24.4,32.8,28.1,80,0.3,0,3,60,1,NE
04-05-2020,24.4,29.8,27.9,82,-,3.5,3,60,1,E 
05-05-2020,25.6,33.7,29.3,78,1.5,0.3,4,40,2,E 
06-05-2020,26,32.6,27.9,85,-,8.6,4,2,2,C 
07-05-2020,25,33.4,28.7,80,70.2,5.1,4,50,2,NE
08-05-2020,26.8,32.8,27.7,88,0,8.8,2,60,0,C 
09-05-2020,25.8,29.6,27.3,88,22.4,4.2,2,50,1,C 
10-05-2020,-,31.7,27.6,86,8888,0,4,110,1,C 
11-05-2020,25.8,34.2,28.8,80,0.3,5.1,4,60,2,NE
12-05-2020,26,33.8,29.1,79,-,2.6,2,110,1,C 
13-05-2020,25.6,32.4,28.9,80,13.9,7.6,3,90,1,C 
14-05-2020,26.4,33.3,29.3,75,0,2.7,4,60,2,E 
15-05-2020,26.4,33.6,29.5,74,0,5.6,5,70,2,E 
16-05-2020,25.8,34.4,29.3,77,-,9.2,6,60,3,NE
17-05-2020,26.8,34,29.9,76,-,10.1,4,120,1,C 
18-05-2020,26.6,31,27.1,88,-,6.5,3,70,1,C 
19-05-2020,23.6,33.4,28.3,80,19.1,0.5,3,50,1,NE
20-05-2020,27,33.6,28.8,80,-,5.4,3,300,2,E 
21-05-2020,24.7,32.6,28.2,82,19.4,5.9,4,230,1,C 
22-05-2020,25,33.2,29.5,77,0,3,3,280,1,E 
23-05-2020,26.1,33.5,29.4,76,0.6,5.2,4,260,2,C 
24-05-2020,25.8,34.6,29.8,72,-,7.9,5,250,3,SW
25-05-2020,26,34.6,29.8,75,-,9.4,4,250,2,SW
26-05-2020,26.2,33.2,29,82,-,7.3,5,260,2,W 
27-05-2020,26,33.2,28.8,80,0,4.9,4,260,1,C 
28-05-2020,26.2,32.6,28.9,80,-,3.1,3,90,1,C 
29-05-2020,26.6,34.4,29.2,78,0.1,2.1,5,120,1,C 
30-05-2020,25.8,33.6,28.3,78,-,6,4,50,2,NE
31-05-2020,26.4,32.4,28.5,82,0,6.6,2,250,1,C 
01-06-2020,25.4,32.8,27.9,81,6.9,3.1,4,60,2,E 
02-06-2020,25.8,33.8,29,75,-,6.3,3,70,2,E 
03-06-2020,25.8,32.3,26.9,87,0.2,8.2,4,100,2,E 
04-06-2020,25.4,33.8,28.7,74,10.2,5.1,5,100,3,E 
05-06-2020,26.2,32.4,28.5,78,-,8.6,3,290,1,C 
06-06-2020,25.8,32.6,28.4,77,1.5,1.7,3,120,1,C 
07-06-2020,26,32.8,28.7,75,0,1.9,3,50,1,C 
08-06-2020,26.6,32.6,28.8,80,-,2.8,4,80,2,E 
09-06-2020,26,30.4,27.3,86,14.2,6.6,3,160,1,C 
10-06-2020,25.6,33.8,28.6,77,8888,1.8,4,50,2,NE
11-06-2020,26.8,33.4,29.5,74,-,5.5,4,50,2,NE
12-06-2020,25.6,33.4,28.6,77,3,5.9,3,100,2,NE
13-06-2020,25.6,33.2,28.7,75,0,7.1,2,100,1,C 
14-06-2020,25.8,34.7,29.6,73,1.5,6,5,130,2,NE
15-06-2020,25.7,34.6,29.7,77,-,9.9,4,60,2,NE
16-06-2020,27,33.4,29.5,78,0,0.1,4,50,2,E 
17-06-2020,26,34.2,29.3,71,-,5.6,4,40,2,E 
18-06-2020,26.2,33.6,29.5,74,0,8.3,3,80,1,C 
19-06-2020,26.4,31.8,28.2,82,-,4.4,3,80,1,C 
20-06-2020,25.7,34,29.5,72,0.5,0,2,60,1,C 
21-06-2020,26.2,33.2,28.7,78,-,8.8,5,50,1,C 
22-06-2020,26.2,31.4,28,78,-,4.9,4,90,1,C 
23-06-2020,21.2,32.4,28,79,1.8,2,3,100,1,C 
24-06-2020,25.2,32.3,27.3,82,-,3.9,5,60,1,C 
25-06-2020,25.2,33.6,28.5,76,2.4,5.4,3,90,2,E 
26-06-2020,26,33,28.8,78,-,8.3,3,100,1,C 
27-06-2020,26.2,33.4,29.1,74,0,6.7,4,70,2,E 
28-06-2020,26.6,33.1,29.4,70,-,2.6,2,80,1,C 
29-06-2020,26.6,37.2,29.7,66,-,5.5,4,110,2,E 
30-06-2020,26,32.6,28.8,71,-,8.7,4,60,2,E 
01-07-2020,25.8,33.8,28.9,72,0,6.6,4,70,1,E 
02-07-2020,-,-,-,88,0,7.1,3,250,1,C 
03-07-2020,24.8,32.6,27.8,80,34.9,0.7,3,190,1,C 
04-07-2020,25,32.5,28.1,76,-,2.8,3,50,2,NE
05-07-2020,25.2,35.8,28.3,70,8888,1.4,5,120,3,E 
06-07-2020,24.4,33.6,28.5,70,0,9.8,4,60,2,E 
07-07-2020,24.8,33.4,28.4,75,8888,8.3,3,60,1,E 
08-07-2020,24.7,33.4,28.6,74,0,8.6,4,180,2,E 
09-07-2020,24.4,32.6,27.7,75,0.1,6.9,3,60,1,C 
10-07-2020,25.2,31.2,27.8,77,0,3.5,3,31,1,C 
11-07-2020,25.4,35.8,28.6,74,-,0,3,70,1,C 
12-07-2020,25.8,33.2,28.8,76,-,8.8,3,170,1,C 
13-07-2020,26,32.2,28.7,74,-,6.2,3,60,2,E 
14-07-2020,26,31.8,28.3,77,0,1.2,3,96,1,C 
15-07-2020,25.2,31.8,27.2,80,4,4.1,4,80,2,E 
16-07-2020,25.2,31.2,28.1,79,2.4,0,4,90,2,NE
17-07-2020,25,33.8,29,70,0,0.4,3,80,1,E 
18-07-2020,25.3,33.4,28.8,76,-,8.6,3,180,1,C 
19-07-2020,25.8,34,28.8,75,-,8.4,3,100,1,C 
20-07-2020,26.2,32.2,28.1,76,-,5.8,2,190,0,C 
21-07-2020,25,32.6,27.9,82,4.7,5.2,2,100,1,C 
22-07-2020,25.2,33.2,28.6,76,0.8,5.2,4,50,2,C 
23-07-2020,26.3,33.2,29,73,-,8.3,3,200,1,C 
24-07-2020,25.8,33.4,28.9,80,0.5,2,3,120,1,S 
25-07-2020,25.4,-,28.9,70,-,7.9,4,60,2,S 
26-07-2020,25,33,28.1,68,-,9.3,4,80,2,NE
27-07-2020,25,33.4,28.2,68,0,9.9,4,140,2,C 
28-07-2020,-,33.6,28.1,68,-,9.7,7,130,2,S 
29-07-2020,24.6,34,28.3,70,-,8.6,3,180,1,C 
30-07-2020,24.6,32.4,28.7,71,0,8.5,3,230,1,C 
31-07-2020,24.4,33,28,60,-,6.1,4,140,2,C 
01-08-2020,23.2,34,27.7,61,0,9.1,3,70,1,C 
02-08-2020,23.4,33.8,28.2,70,-,9.9,3,230,1,C 
03-08-2020,23.4,35,28.6,71,-,8.3,4,70,2,C 
04-08-2020,23.8,33,29,70,0,7.9,3,80,1,E 
05-08-2020,25.4,33.4,28,76,-,1.4,2,270,1,C 
06-08-2020,25.6,34.8,28.9,74,0,4,3,150,1,C 
07-08-2020,26.2,34.3,29.2,76,-,3.3,3,120,1,C 
08-08-2020,26.3,33.2,28.7,78,0,8.9,3,220,1,C 
09-08-2020,-,33.6,28.7,78,7.5,4.4,3,200,1,C 
10-08-2020,25.6,33.8,28.9,76,1.5,8.2,3,90,2,NE
11-08-2020,-,-,-,89,0,8.7,3,160,1,C 
12-08-2020,-,32.8,28.3,78,37.2,1.2,5,60,2,E 
13-08-2020,-,-,-,88,-,3,5,80,0,C 
14-08-2020,23.4,32,26.4,88,28.7,1.3,3,100,1,C 
15-08-2020,24.6,34,27.8,82,3,1.9,3,70,2,E 
16-08-2020,24.8,33.4,28.5,76,0,9.9,4,100,1,C 
17-08-2020,25.4,33.9,28.9,74,0,9.5,3,50,2,E 
18-08-2020,24,32.8,26.6,86,6.7,9.3,3,100,1,C 
19-08-2020,24.2,34.4,28.3,77,1.1,4.4,3,30,1,C 
20-08-2020,24.4,33,29,74,-,8.3,4,80,2,NE
21-08-2020,24.4,33.4,28.4,72,-,7.5,4,50,3,NE
22-08-2020,24.2,34.4,28.8,64,-,9,4,60,2,E 
23-08-2020,25.6,35,29.4,70,0,9.6,3,60,2,E 
24-08-2020,24.6,33,28.4,71,0,9.8,6,60,2,NE
25-08-2020,24.2,34.8,28.5,65,0,6.1,5,50,2,E 
26-08-2020,25.2,34,28.9,70,-,9.7,3,60,1,C 
27-08-2020,24,34.4,28.6,65,-,9.9,4,90,2,E 
28-08-2020,24.2,35,28.5,66,0,9.8,4,60,2,NE
29-08-2020,25.6,35.6,29.4,66,-,9.8,5,70,2,E 
30-08-2020,26,34.8,29,72,-,7.1,4,50,2,NE
31-08-2020,25.6,34.2,29.1,72,-,6.4,4,50,2,NE
01-09-2020,25,35.2,31.5,56,-,9.1,4,190,2,C 
02-09-2020,-,33.2,29.8,68,-,8.7,3,180,1,C 
03-09-2020,25,33.6,30.6,66,2.5,3,5,60,2,NE
04-09-2020,25.8,34.8,31.7,60,0,4.8,6,60,2,NE
05-09-2020,25.8,34.8,31.5,68,-,7.8,3,160,1,C 
06-09-2020,24.6,33.8,30.7,68,0,7.7,3,230,1,S 
07-09-2020,24.8,34.2,31.1,62,-,5.9,4,80,1,C 
08-09-2020,24.8,35,31.8,53,-,9.1,6,50,3,NE
09-09-2020,25,34.8,31.9,56,0,9,4,90,2,E 
10-09-2020,26.2,35.2,30.1,70,0,8,3,190,1,C 
11-09-2020,25.2,33.6,30.5,68,3,3.6,3,190,1,C 
12-09-2020,25.4,34.2,30.9,66,0,3.7,3,210,1,C 
13-09-2020,25.4,35,31.4,60,8888,5.4,3,160,2,S 
14-09-2020,25.4,32.4,27.9,77,2,6.4,3,140,1,C 
15-09-2020,23.8,32.6,28.5,79,92.8,3.2,3,240,1,C 
16-09-2020,22.8,32.4,29.3,65,20.8,5.6,3,240,1,S 
17-09-2020,23,33,30.1,64,5.2,7.6,3,80,2,E 
18-09-2020,25.1,33.5,30.9,63,-,8,4,110,2,C 
19-09-2020,25.6,35.8,31.6,58,-,9.1,4,80,2,E 
20-09-2020,25.6,32.6,26.6,87,0,8.1,3,70,1,C 
21-09-2020,24.2,33,29.8,72,15.5,0.7,4,180,2,S 
22-09-2020,23.9,33.6,28.1,79,31.7,6.8,7,200,1,C 
23-09-2020,24,34,30.8,68,7.3,4.7,3,120,1,E 
24-09-2020,23.9,34.6,31.1,68,-,9.6,3,70,1,C 
25-09-2020,25.8,34.8,31.7,63,-,9.8,4,50,2,C 
26-09-2020,25.8,33.3,30.2,71,-,5.4,4,220,1,C 
27-09-2020,25.2,35.4,29.9,70,-,3.4,4,190,1,C 
28-09-2020,25,34.8,30.8,66,0,5.4,3,90,2,E 
29-09-2020,25,34.1,31,62,0,7.4,3,80,1,C 
30-09-2020,25.2,35.1,31.8,57,-,6.5,4,70,2,E 
01-10-2020,26.6,34.6,30,69,-,10.2,5,50,2,E 
02-10-2020,25.6,34.2,27.6,80,-,8.7,4,110,2,C 
03-10-2020,24.7,31.2,26.7,84,20.6,7.2,3,260,1,C 
03-10-2020,24.7,31.2,26.7,84,20.6,7.2,3,260,1,C 
04-10-2020,24.1,33.5,29.1,72,23.7,2,3,180,2,S 
05-10-2020,22.4,33.4,28.3,72,67.5,8.5,3,180,1,C 
06-10-2020,24.1,33.2,28.7,70,0,8,3,200,1,C 
07-10-2020,-,33,28.4,72,-,7.1,3,130,1,C 
08-10-2020,25,33.8,29.1,68,-,8.5,3,260,2,S 
09-10-2020,24.6,29.8,25.9,91,12.6,5.6,2,280,1,C 
10-10-2020,24.6,31.6,28,79,43.5,0.6,3,150,1,S 
11-10-2020,24.1,31.6,28,82,65,1.2,3,150,1,C 
12-10-2020,25,32.8,28.7,76,0,4.3,3,70,1,C 
13-10-2020,25.4,32.4,28.7,74,-,4,3,70,1,C 
14-10-2020,25.6,33.2,28.8,79,-,4.9,3,260,1,C 
15-10-2020,25.4,34.2,29.8,70,8888,7,3,100,1,S 
16-10-2020,26.2,33.8,27.9,80,0,6.6,3,270,1,C 
17-10-2020,23.7,32.1,28,81,76,3,2,180,0,C 
18-10-2020,25.2,30.4,26.6,85,8888,4.5,2,70,1,SW
19-10-2020,25,31,26.8,88,41.2,4,4,180,1,C 
20-10-2020,24,32.6,27.4,82,17,3.5,3,200,1,C 
20-10-2020,24,32.6,27.4,82,17,3.5,3,200,1,C 
21-10-2020,24.1,32.2,27.4,85,0.2,7.5,3,160,0,C 
22-10-2020,24.6,32.2,27.8,82,6,2.8,5,260,2,W 
23-10-2020,24.4,33,28.8,73,0,5.4,6,250,3,W 
24-10-2020,25,33.3,29.1,76,-,5.9,3,60,1,C 
25-10-2020,25,31.6,26.1,90,8888,7.6,3,260,1,C 
26-10-2020,24.2,31.8,26.2,87,19.5,3.8,4,240,1,C 
27-10-2020,23,31.4,26,89,79.1,2.7,3,60,0,C 
28-10-2020,24.2,32.8,28.4,78,3.6,1.3,3,50,1,SW
29-10-2020,25.2,33.4,29.1,74,0,8.7,4,70,2,E 
30-10-2020,25.6,31.4,28.9,75,0,-,5,50,2,E 
31-10-2020,24.2,32,27.1,84,8888,2.3,3,260,1,C 
01-11-2020,24.2,31.6,26,90,3.7,3.2,4,220,2,C 
02-11-2020,24.2,31.6,27.1,85,15.6,4.6,4,270,3,W 
03-11-2020,24.6,32.8,28.4,81,8888,1.9,3,270,2,S 
04-11-2020,24.6,33,28,80,0.3,6.9,3,260,1,C 
05-11-2020,-,28.9,26.3,88,5.8,4,0,0,0,C 
06-11-2020,25,31.7,27.3,86,4.5,0,3,80,1,C 
07-11-2020,24.2,32.8,27.7,80,9.2,2.6,3,100,1,C 
08-11-2020,24.5,31.9,26.3,86,0.4,4.5,7,70,1,C 
09-11-2020,23.6,33.8,28.6,76,5.5,5.3,3,80,2,E 
10-11-2020,24.9,33,29.1,74,0,9.5,3,200,1,W 
11-11-2020,25,33.4,29.2,75,4.6,4.4,4,40,1,E 
12-11-2020,25,33.4,29,77,-,9,4,60,2,NE
13-11-2020,25,34,29.9,76,8888,4,3,80,2,E 
14-11-2020,25,34.6,30.2,74,0,10.3,3,40,1,C 
14-11-2020,25,34.6,30.2,74,0,10.3,3,40,1,C 
15-11-2020,26.1,34.8,29.8,69,0,8,4,80,2,E 
16-11-2020,26.2,33.6,29.5,76,0,6.7,4,80,2,E 
17-11-2020,26.4,34.6,28.8,79,1.2,5.4,4,180,1,C 
18-11-2020,25.8,32.2,28.1,81,-,5.5,4,230,1,C 
19-11-2020,24.4,33.4,29.4,73,20.3,3.2,3,80,1,C 
19-11-2020,24.4,33.4,29.4,73,20.3,3.2,3,80,1,C 
20-11-2020,24.4,32.8,28.9,79,0,6.7,3,60,1,C 
21-11-2020,25,32.4,27.8,81,3.6,4,4,210,1,C 
22-11-2020,24.4,31.6,26.6,86,27,3.1,3,170,1,W 
23-11-2020,24.6,32.8,26.7,88,13.7,2.7,5,250,1,C 
24-11-2020,24.2,32.8,26.9,84,0.3,0.4,4,260,2,W 
25-11-2020,24.2,34.2,27.9,82,34.7,5.6,4,230,2,C 
26-11-2020,24.2,34.2,29,76,8888,7.4,3,250,1,C 
26-11-2020,24.2,34.2,29,76,8888,7.4,3,250,1,C 
27-11-2020,25.2,34.2,29,73,0,8.7,4,250,2,SW
28-11-2020,25.4,34.3,28.9,76,1.9,4.3,4,210,2,C 
29-11-2020,26,32.4,27.7,81,0,4.2,7,250,4,SW
30-11-2020,23.8,31.2,26.9,84,2.5,1.5,4,240,3,SW
01-12-2020,23.7,33.2,28.2,77,8888,2.4,7,240,4,SW
02-12-2020,23.7,34.3,29.6,73,-,9.5,3,200,2,W 
03-12-2020,24.2,31.8,26.4,85,15.8,7,3,200,1,C 
04-12-2020,24,31.9,27.8,82,2.5,2.5,4,200,2,SW
05-12-2020,25.1,29.1,26.5,85,2,5.9,4,270,2,W 
06-12-2020,24.4,28,25.6,93,13.8,1.7,4,260,1,W 
07-12-2020,23.4,29.2,25.3,91,46.5,0,5,260,2,W 
08-12-2020,23.4,30.4,27.2,83,14.9,0.1,6,270,3,SW
09-12-2020,24.6,31,27.3,88,1.3,7,5,270,2,W 
10-12-2020,25,31,27.1,84,2,4.5,3,250,2,W 
11-12-2020,25,31.4,28,82,1,3.7,3,210,2,C 
12-12-2020,24.2,31.2,27.1,80,1.5,3.1,5,260,2,SW
13-12-2020,24.2,30.8,26.7,85,8888,3.5,4,250,1,C 
14-12-2020,24.4,31.5,27.4,82,8888,2.6,5,240,3,SW
15-12-2020,24.4,32,27.6,80,11,1.3,5,240,3,SW
16-12-2020,24.4,32,27.5,81,0,2.2,5,250,4,SW
17-12-2020,23.4,30.8,26.9,83,6.8,2.8,6,250,3,SW
18-12-2020,24.4,32,27.3,82,8888,3.5,7,260,4,W 
19-12-2020,24.6,32.4,27.2,80,-,3.3,5,260,3,W 
20-12-2020,24.6,30.8,26.8,84,8888,5.4,6,240,3,SW
21-12-2020,24.2,29.6,26.7,83,0.4,2.7,5,260,3,SW
22-12-2020,24.2,31.6,27.8,80,0,0.2,4,260,2,W 
23-12-2020,24.2,34,28.3,77,0.3,2,5,250,2,SW
24-12-2020,-,33.2,27.9,78,0,7.5,7,250,3,W 
25-12-2020,24.6,33.6,28.3,76,8888,4.8,5,250,3,SW
26-12-2020,24.2,33.8,28.2,74,0.1,7.2,5,260,3,SW
27-12-2020,-,33.7,29,74,0,5.7,4,240,2,SW
28-12-2020,25.4,32.8,28.1,77,-,6.8,5,240,3,SW
29-12-2020,24.8,30.8,27.1,82,0.1,6.1,7,240,3,SW
30-12-2020,24.6,30.8,27,81,0.3,1.4,4,260,2,W 
31-12-2020,24.4,29.8,26.4,88,0.5,0.1,4,250,2,SW
